Team,Opponent,Rank,Site,TV,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,conference_game,isRanked,Win,Team_Score,Opp_Score,OT,Special,GD,DateTime,Year,State,Region,OppisRanked
Penn State,Michigan,99,"Beaver StadiumUniversity Park, PA",1,108539,4,3,107282,1.011716784,0,1,0.02,0.0,0.0,49,34,99,Big-10,0,0,1,41,31,0,0,0,2010-10-30 20:00:00,2010,PA,N,0
Oklahoma,Colorado,11,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",1,84173,6,1,82112,1.025099864,0,1,0.0,0.0,0.0,68,34,99,Big-12,0,1,1,43,10,0,0,0,2010-10-30 20:15:00,2010,OK,S,0
Arkansas State,Middle Tennessee,99,"ASU StadiumJonesboro, AR",1,13589,3,5,30964,0.438864488,0,0,0.0,0.0,0.0,70,49,99,Sun Belt,0,0,1,51,24,0,0,0,2010-11-02 18:00:00,2010,AR,S,0
Ohio,Buffalo,99,"Peden StadiumAthens, OH",1,15112,6,3,24000,0.6296666670000001,0,0,0.01,0.0,0.0,54,29,99,Mid-American,0,0,1,34,17,0,0,0,2010-11-04 19:30:00,2010,OH,M,0
BYU,UNLV,99,"LaVell Edwards StadiumProvo, UT",1,61283,3,5,63725,0.96167909,0,0,0.0,0.0,0.0,71,48,99,MWC,0,0,1,55,7,0,0,0,2010-11-06 12:00:00,2010,UT,W,0
Syracuse,Louisville,99,"Carrier DomeSyracuse, New York",1,40735,6,2,49262,0.82690512,0,0,0.01,0.0,0.0,41,34,99,Big East,0,0,0,20,28,0,0,0,2010-11-06 12:00:00,2010,NY,N,0
Indiana,Iowa,99,"Memorial StadiumBloomington, Indiana",1,42991,4,4,52929,0.812239037,0,0,0.0,0.0,0.0,55,26,15,Big-10,0,0,0,13,18,0,0,0,2010-11-06 12:00:00,2010,IN,M,1
Michigan State,Minnesota,16,"Spartan StadiumEast Lansing, MI",1,71128,8,1,75005,0.948310113,0,1,0.0,0.0,0.0,40,23,99,Big-10,0,1,1,31,8,0,0,0,2010-11-06 12:00:00,2010,MI,W,0
Ball State,Akron,99,"Scheumann StadiumMuncie, IN",,5377,2,7,30406,0.176840097,0,0,0.0,0.0,0.0,42,23,99,Mid-American,0,0,1,37,30,2,0,0,2010-11-06 13:00:00,2010,IN,M,0
Kansas,Colorado,99,"Memorial StadiumLawrence, KS",,40851,2,6,50000,0.81702,1,0,0.0,0.0,0.0,51,31,99,Big-12,0,0,1,52,45,0,0,0,2010-11-06 13:00:00,2010,KS,M,0
Boise State,Hawaii,2,"Bronco StadiumBoise, ID",1,34060,7,0,33500,1.016716418,0,0,0.0,0.0,0.0,70,46,99,WAC,0,1,1,42,7,0,0,0,2010-11-06 13:30:00,2010,ID,W,0
Kent State,Temple,99,"Dix StadiumKent, OH",,15125,4,4,27262,0.554801555,0,0,0.28,0.0,0.0,41,32,99,Mid-American,0,0,0,10,28,0,0,0,2010-11-06 14:00:00,2010,OH,M,0
Iowa State,Nebraska,99,"Jack Trice StadiumAmes, IA",1,51159,5,4,55000,0.930163636,0,0,0.0,0.0,0.0,57,22,9,Big-12,0,0,0,30,31,1,0,0,2010-11-06 14:30:00,2010,IA,M,1
Louisiana Tech,Fresno State,99,"Joe Aillet StadiumRuston, LA ",1,17057,3,5,30600,0.557418301,1,0,0.0,0.0,0.0,56,30,99,WAC,0,0,0,34,40,0,1,0,2010-11-06 15:00:00,2010,LA,S,0
UMass,Maine,15,"McGuirk StadiumHadley, MA",1,12121,5,3,17000,0.713,0,0,0.18,0.0,0.0,53,31,99,FCS,0,1,1,39,24,0,0,0,2010-11-06 15:30:00,2010,MA,N,0
Western Kentucky,Florida Atlantic,99,"Houchens IndustriesL. T. Smith StadiumBowling Green, Kentucky",,10275,1,7,22113,0.464658798,1,0,0.0,0.0,0.0,49,28,99,Sun Belt,0,0,0,16,17,0,0,0,2010-11-06 15:30:00,2010,KY,S,0
Penn State,Northwestern,99,"Beaver StadiumUniversity Park, PA",1,104147,5,3,107282,0.97077795,0,1,0.01,0.0,0.0,46,32,99,Big-10,0,0,1,35,21,0,0,0,2010-11-06 15:30:00,2010,PA,N,0
Florida State,North Carolina,24,"Doak Campbell StadiumTallahassee, FL",1,70157,6,2,82300,0.852454435,1,0,0.0,0.0,0.0,60,32,99,ACC,0,1,0,35,37,0,0,0,2010-11-06 15:30:00,2010,FL,S,0
UCLA,Oregon State,99,"Rose BowlPasadena, CA",1,64330,3,5,92542,0.695143827,0,0,0.0,0.0,0.0,74,59,99,Pac-12,0,0,1,17,14,0,0,0,2010-11-06 16:00:00,2010,CA,W,0
New Mexico,Wyoming,99,"University StadiumAlbuquerque, NM",1,18017,0,8,39224,0.45933612100000004,0,0,0.0,0.0,0.0,72,32,99,MWC,0,0,1,34,31,0,0,0,2010-11-06 16:00:00,2010,NM,W,0
South Alabama,Henderson State,99,"LaddPeebles StadiumMobile, AL",,14920,8,0,40646,0.36707179100000004,0,0,0.0,0.0,0.0,62,37,99,FCS,1,0,1,37,31,0,0,0,2010-11-06 16:00:00,2010,AL,S,0
FIU,Louisiana Monroe,99,"FIU StadiumMiami, FL",1,17301,2,5,18000,0.961166667,0,0,0.0,0.0,0.0,67,48,99,Sun Belt,0,0,1,42,35,2,0,0,2010-11-06 18:00:00,2010,FL,S,0
Texas A&M,Oklahoma,99,"Kyle FieldCollege Station, TX",1,81392,5,3,83002,0.980602877,0,1,0.0,0.0,0.0,70,36,11,Big-12,0,0,1,33,19,0,0,0,2010-11-06 18:00:00,2010,TX,S,1
Kansas State,Texas,99,"Bill Snyder Family Football StadiumManhattan, KS",1,46734,5,3,50000,0.93468,0,0,0.0,0.0,0.0,54,25,99,Big-12,0,0,1,39,14,0,0,0,2010-11-06 19:00:00,2010,KS,M,0
San Diego State,Colorado State,99,"Qualcomm StadiumSan Diego, CA",1,34689,6,2,54000,0.642388889,0,0,0.0,0.0,0.0,70,63,99,MWC,0,0,1,24,19,0,0,0,2010-11-06 19:00:00,2010,CA,W,0
Memphis,Tennessee,99,"Liberty Bowl Memorial StadiumMemphis, TN",1,39742,1,7,61008,0.651422764,1,0,0.0,0.0,0.0,54,29,99,CUSA,1,0,0,14,50,0,0,0,2010-11-06 19:00:00,2010,TN,S,0
UTEP,SMU,99,"Sun Bowl StadiumEl Paso, TX",,23127,5,4,51500,0.449067961,0,0,0.0,0.0,0.0,74,38,99,CUSA,0,0,1,28,14,0,0,0,2010-11-06 19:05:00,2010,TX,S,0
USC,Arizona State,99,"Los Angeles Memorial ColiseumLos Angeles, CA",1,68744,5,3,93607,0.7343895220000001,1,1,0.0,0.0,0.0,70,62,99,ACC,0,0,1,34,33,0,0,0,2010-11-06 19:30:00,2010,CA,W,0
Northern Illinois,Toledo,99,"Huskie StadiumDeKalb, IL",1,18472,7,2,24000,0.7696666670000001,0,0,0.0,0.0,0.0,68,33,99,Mid-American,0,0,1,65,30,0,0,0,2010-11-09 18:00:00,2010,IL,M,0
South Alabama,Arkansas Monticello,99,"LaddPeebles StadiumMobile, AL",,14904,9,0,40646,0.366678148,0,0,0.0,0.0,0.0,80,46,99,FCS,1,0,1,31,14,0,0,0,2010-11-11 18:00:00,2010,AL,S,0
Buffalo,Ball State,99,"University at Buffalo StadiumAmherst, NY",1,11355,2,7,25013,0.453963939,1,0,0.0,0.0,0.0,62,36,99,Mid-American,0,0,0,3,20,0,0,0,2010-11-12 18:00:00,2010,NY,N,0
Northwestern,Iowa,99,"Ryan FieldEvanston, IL",1,47130,6,3,47130,1.0,0,0,0.02,0.0,0.0,60,45,13,Big-10,0,0,1,21,17,0,0,0,2010-11-13 11:00:00,2010,IL,M,1
Wisconsin,Indiana,6,"Camp Randall StadiumMadison, WI",1,80477,8,1,80321,1.0019422070000001,0,1,0.25,0.0,0.0,50,37,99,Big-10,0,1,1,83,20,0,0,0,2010-11-13 11:00:00,2010,WI,M,0
Illinois,Minnesota,99,"Memorial StadiumChampaign, IL",1,55549,5,4,62870,0.8835533640000001,0,0,0.06,0.0,0.0,69,40,99,Big-10,0,0,0,34,38,0,0,0,2010-11-13 11:00:00,2010,IL,M,0
Missouri,Kansas State,20,"Faurot FieldColumbia, Missouri ",1,63310,3,2,71004,0.8916399079999999,0,0,0.0,0.0,0.0,59,34,99,Big-12,0,1,1,38,28,0,1,0,2010-11-13 11:30:00,2010,MO,M,0
Colorado,Iowa State,99,"Folsom FieldBoulder, CO",1,42722,3,6,53613,0.7968589709999999,0,0,0.0,0.0,0.0,44,23,99,Big-12,0,0,1,34,14,0,0,0,2010-11-13 11:30:00,2010,CO,W,0
UCF,Southern Miss,25,"Bright House Networks StadiumOrlando, FL",1,40358,7,2,45323,0.890452971,0,0,0.0,0.0,0.0,78,56,99,CUSA,0,1,0,21,31,0,0,0,2010-11-13 12:00:00,2010,FL,S,0
West Virginia,Cincinnati,99,"Mountaineer FieldMorgantown, WV",1,56593,5,3,60000,0.9432166670000001,0,0,0.0,0.0,0.0,70,31,99,WAC,0,0,1,37,10,0,0,0,2010-11-13 12:00:00,2010,WV,S,0
Georgia Tech,Miami FL,99,"Bobby Dodd StadiumAtlanta, GA",1,47425,5,4,55000,0.862272727,0,0,0.0,0.0,0.0,70,33,99,ACC,0,0,0,10,35,0,0,0,2010-11-13 12:00:00,2010,GA,S,0
UMass,Delaware,14,"McGuirk StadiumHadley, MA",1,10057,6,3,17000,0.591588235,0,0,0.0,0.0,0.0,61,26,2,FCS,0,1,0,27,45,0,0,0,2010-11-13 13:00:00,2010,MA,N,1
Oregon State,Washington State,99,"Reser StadiumCorvallis, Oregon",1,45389,4,4,45674,0.993760126,0,0,0.05,0.0,0.0,55,37,99,ACC,0,0,0,14,31,0,0,0,2010-11-13 13:00:00,2010,OR,W,0
Arkansas State,Western Kentucky,99,"ASU StadiumJonesboro, AR",,11826,4,5,30964,0.38192740000000003,0,0,0.16,0.0,0.0,78,42,99,Sun Belt,0,0,0,35,36,1,0,0,2010-11-13 14:00:00,2010,AR,S,0
Kent State,Army,99,"Dix StadiumKent, OH",,17222,4,5,27262,0.631721811,0,0,0.0,0.0,0.0,66,30,99,Mid-American,1,0,0,28,45,0,0,0,2010-11-13 14:00:00,2010,OH,M,0
Middle Tennessee,North Texas,99,"Johnny ""Red"" Floyd StadiumMurfreesboro, TN",,14227,4,5,30788,0.46209562200000004,0,0,0.0,0.0,0.0,77,36,99,Sun Belt,0,0,0,17,23,0,0,0,2010-11-13 14:30:00,2010,TN,S,0
Notre Dame,Utah,99,"Notre Dame StadiumSouth Bend, IN",1,80795,4,5,80795,1.0,1,1,0.0,0.0,0.0,70,33,15,Independent,0,0,1,28,3,0,0,0,2010-11-13 14:30:00,2010,IN,M,1
Oklahoma,Texas Tech,19,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",1,85116,7,2,82112,1.036584178,0,1,0.2,0.0,0.0,65,41,99,Big-12,0,1,1,45,7,0,0,0,2010-11-13 14:30:00,2010,OK,S,0
Troy,FIU,99,"Veterans Memorial StadiumTroy, Alabama",1,20243,5,3,30000,0.674766667,0,0,0.0,0.0,0.0,73,32,99,Sun Belt,0,0,0,35,52,0,0,0,2010-11-13 14:30:00,2010,AL,S,0
Marshall,Memphis,99,"Joan C. Edwards StadiumHuntington, WV",,25108,3,6,38019,0.660406639,1,0,0.0,0.0,0.0,70,29,99,CUSA,0,0,1,28,13,0,0,0,2010-11-13 15:00:00,2010,WV,S,0
Rutgers,Syracuse,99,"Rutgers StadiumPiscataway, New Jersey",1,49911,4,4,52454,0.951519427,0,0,0.0,0.0,0.0,65,31,99,AAC,0,0,0,10,13,0,0,0,2010-11-13 15:30:00,2010,NJ,N,0
Virginia,Maryland,99,"Scott StadiumCharlottesville, VA ",1,45634,4,5,61500,0.74201626,1,0,0.0,0.0,0.0,64,42,99,ACC,0,0,0,23,42,0,1,0,2010-11-13 15:30:00,2010,VA,S,0
California,Oregon,99,"Memorial StadiumBerkeley, CA",1,65963,5,4,71799,0.918717531,0,0,0.0,0.0,0.0,67,47,1,Pac-12,0,0,0,13,15,0,0,0,2010-11-13 16:30:00,2010,CA,W,1
Baylor,Texas A M,99,"Floyd Casey StadiumWaco, TX",1,45089,7,3,50000,0.9017799999999999,0,0,0.0,0.0,0.0,62,38,23,Big-12,0,0,0,30,42,0,0,0,2010-11-13 18:00:00,2010,TX,S,1
Nebraska,Kansas,9,"Memorial StadiumLincoln, Nebraska",1,85587,8,1,81067,1.05575635,0,1,0.01,0.0,0.0,47,28,99,Big-12,0,1,1,20,3,0,0,0,2010-11-13 18:00:00,2010,NE,W,0
Arkansas,UTEP,14,"Donald W. Reynolds Razorback StadiumFayetteville, AR",1,67330,7,2,72000,0.9351388890000001,0,0,0.0,0.0,0.0,50,31,99,SEC,1,1,1,58,21,0,0,0,2010-11-13 18:00:00,2010,AR,S,0
Arizona,USC,18,"Arizona StadiumTucson, Arizona",1,54722,7,2,57400,0.953344948,0,0,0.0,0.0,0.0,74,38,99,Pac-12,0,1,0,21,24,0,0,0,2010-11-13 18:00:00,2010,AZ,W,0
Alabama,Mississippi State,11,"BryantDenny StadiumTuscaloosa, AL ",1,101821,7,2,101821,1.0,0,1,0.0,0.0,0.0,74,44,17,SEC,0,1,1,30,10,0,1,0,2010-11-13 18:15:00,2010,AL,S,1
Florida State,Clemson,99,"Doak Campbell StadiumTallahassee, FL ",1,72228,6,3,82300,0.8776184690000001,1,0,0.0,0.0,0.0,75,32,99,ACC,0,0,1,16,13,0,1,0,2010-11-13 20:00:00,2010,FL,S,0
Toledo,Bowling Green,99,"Glass BowlToledo, OH ",1,22071,6,4,26248,0.840864066,0,0,0.03,0.0,0.0,56,38,99,Mid-American,0,0,1,33,14,0,1,0,2010-11-17 20:00:00,2010,OH,M,0
Washington,UCLA,99,"Husky StadiumSeattle, WA",1,62347,3,6,72500,0.859958621,0,1,0.24,0.0,0.0,46,39,99,Pac-12,0,0,1,24,7,0,0,0,2010-11-18 17:00:00,2010,WA,W,0
Alabama,Georgia State,10,"BryantDenny StadiumTuscaloosa, AL",1,101821,8,2,101821,1.0,0,1,0.0,0.0,0.0,63,42,99,SEC,1,1,1,63,7,0,0,0,2010-11-18 18:30:00,2010,AL,S,0
Boise State,Fresno State,3,"Bronco StadiumBoise, ID ",1,33454,9,0,33500,0.998626866,0,0,0.01,0.0,0.0,39,35,99,WAC,0,1,1,51,0,0,1,0,2010-11-19 19:30:00,2010,ID,W,0
Kansas,Oklahoma State,99,"Memorial StadiumLawrence, KS",1,39261,3,7,50000,0.78522,1,0,0.0,0.0,0.0,57,36,10,Big-12,0,0,0,14,48,0,0,0,2010-11-20 11:00:00,2010,KS,M,1
Colorado,Kansas State,99,"Folsom FieldBoulder, CO",1,41147,4,6,53613,0.767481767,0,0,0.0,0.0,0.0,45,26,99,Big-12,0,0,1,44,36,0,0,0,2010-11-20 11:10:00,2010,CO,W,0
Ball State,Northern Illinois,99,"Scheumann StadiumMuncie, IN ",,5524,4,7,30406,0.18167466899999998,0,0,0.0,0.0,0.0,43,35,99,Mid-American,0,0,0,21,59,0,1,0,2010-11-20 12:00:00,2010,IN,M,0
Michigan State,Purdue,11,"Spartan StadiumEast Lansing, MI",1,71111,9,1,75005,0.948083461,0,1,0.0,0.0,0.0,43,29,99,Big-10,0,1,1,35,31,0,0,0,2010-11-20 12:00:00,2010,MI,W,0
Boston College,Virginia,99,"Alumni StadiumChestnut Hill, MA",1,39263,5,5,44500,0.8823146070000001,0,0,0.0,0.0,0.0,51,31,99,ACC,0,0,1,17,13,0,0,0,2010-11-20 12:00:00,2010,MA,N,0
California,Stanford,99,"Memorial StadiumBerkeley, CA ",1,67793,5,5,71799,0.9442053509999999,0,0,0.74,0.0,0.0,53,42,8,Pac-12,0,0,0,14,48,0,1,0,2010-11-20 12:30:00,2010,CA,W,1
Nevada,New Mexico State,19,"Mackay StadiumReno, NV",,10906,9,1,29993,0.36361817799999996,0,0,0.19,1.9,2.0,42,26,99,WAC,0,1,1,52,6,0,0,0,2010-11-20 13:00:00,2010,NV,W,0
Georgia Tech,Duke,99,"Bobby Dodd StadiumAtlanta, GA",1,42110,5,5,55000,0.765636364,0,0,0.0,0.0,0.0,69,35,99,ACC,0,0,1,30,20,0,0,0,2010-11-20 13:30:00,2010,GA,S,0
Buffalo,Eastern Michigan,99,"University at Buffalo StadiumAmherst, NY",1,9786,2,8,25013,0.39123655700000004,1,0,0.0,0.0,0.0,48,32,99,Mid-American,0,0,0,17,21,0,0,0,2010-11-20 14:00:00,2010,NY,N,0
SMU,Marshall,99,"Gerald J. Ford StadiumUniversity Park, TX",,17513,5,5,32000,0.54728125,0,0,0.0,0.0,0.0,73,50,99,AAC,0,0,1,31,17,0,0,0,2010-11-20 14:00:00,2010,TX,S,0
Western Kentucky,Middle Tennessee,99,"Houchens IndustriesL. T. Smith StadiumBowling Green, Kentucky ",,12322,2,8,22113,0.557228779,1,0,0.0,0.0,0.0,67,33,99,Sun Belt,0,0,0,26,27,0,1,0,2010-11-20 15:15:00,2010,KY,S,0
BYU,New Mexico,99,"LaVell Edwards StadiumProvo, UT",1,59077,5,5,63725,0.927061593,0,0,0.0,0.0,0.0,55,44,99,MWC,0,0,1,40,7,0,0,0,2010-11-20 16:00:00,2010,UT,W,0
Oregon State,USC,99,"Reser StadiumCorvallis, Oregon",1,44969,4,5,45674,0.984564522,0,0,0.48,0.0,0.0,46,38,20,ACC,0,0,1,36,7,0,0,0,2010-11-20 17:00:00,2010,OR,W,1
Hawaii,San Jose State,99,"Aloha StadiumHonolulu, HI",1,30011,7,3,50000,0.60022,0,0,0.03,0.0,0.0,83,68,99,WAC,0,0,1,41,7,0,0,0,2010-11-20 17:30:00,2010,HI,O,0
Southern Miss,Houston,99,"M. M. Roberts StadiumHattiesburg, MS",1,32606,7,3,36000,0.9057222220000001,0,0,0.0,0.0,0.0,72,45,99,CUSA,0,0,1,59,41,0,0,0,2010-11-20 18:00:00,2010,MS,S,0
Iowa State,Missouri,99,"Jack Trice StadiumAmes, IA ",1,41776,5,6,55000,0.759563636,0,0,0.0,0.0,0.0,38,24,15,Big-12,0,0,0,0,14,0,1,0,2010-11-20 18:00:00,2010,IA,M,1
Louisiana,Florida International,99,"Cajun FieldLafayette, Louisiana",,13041,2,8,31000,0.420677419,1,0,0.0,0.0,0.0,72,44,99,Sun Belt,0,0,0,17,38,0,0,0,2010-11-20 18:00:00,2010,LA,S,0
Baylor,Oklahoma,99,"Floyd Casey StadiumWaco, TX",1,36034,7,4,50000,0.72068,0,0,0.0,0.0,0.0,75,49,16,Big-12,0,0,0,24,53,0,0,0,2010-11-20 19:00:00,2010,TX,S,1
San Diego State,Utah,99,"Qualcomm StadiumSan Diego, CA",1,34951,7,3,54000,0.6472407410000001,0,0,0.53,0.0,0.0,64,58,25,MWC,0,0,0,34,38,0,0,0,2010-11-20 19:00:00,2010,CA,W,1
Texas A&M,Nebraska,18,"Kyle FieldCollege Station, TX",1,90079,7,3,83002,1.085263006,0,1,0.0,0.0,0.0,77,50,9,Big-12,0,1,1,9,6,0,0,0,2010-11-20 19:00:00,2010,TX,S,1
Syracuse,Connecticut,99,"Carrier DomeSyracuse, New York",1,41635,7,3,49262,0.84517478,0,0,0.0,0.0,0.0,49,35,99,Big East,0,0,0,6,23,0,0,0,2010-11-20 19:00:00,2010,NY,N,0
Miami (OH),Temple,99,"Yager StadiumOxford, OH",1,13235,7,4,24286,0.544964177,0,0,0.45,0.0,0.0,69,26,99,Mid-American,0,0,1,23,3,0,0,0,2010-11-23 19:00:00,2010,OH,M,0
Rutgers,Louisville,99,"Rutgers StadiumPiscataway, New Jersey",1,37422,4,6,52454,0.7134250959999999,0,0,0.18,0.0,0.0,50,35,99,AAC,0,0,0,13,40,0,0,0,2010-11-26 11:00:00,2010,NJ,N,0
Kent State,Ohio,99,"Dix StadiumKent, OH",1,8340,4,7,27262,0.305920329,0,0,0.7,0.0,0.0,52,25,99,Mid-American,0,0,1,28,6,0,0,0,2010-11-26 11:00:00,2010,OH,M,0
Alabama,Auburn,11,"BryantDenny StadiumTuscaloosa, AL ",1,101821,9,2,101821,1.0,0,1,0.35,0.0,0.0,70,38,2,SEC,0,1,0,27,28,0,1,0,2010-11-26 13:30:00,2010,AL,S,1
Toledo,Central Michigan,99,"Glass BowlToledo, OH",1,12121,7,4,26248,0.461787565,0,0,0.0,0.0,0.0,34,22,99,Mid-American,0,0,1,42,31,0,0,0,2010-11-26 14:00:00,2010,OH,M,0
Nebraska,Colorado,16,"Memorial StadiumLincoln, Nebraska ",1,85646,9,2,81067,1.056484143,0,1,0.0,0.0,0.0,49,14,99,Big-12,0,1,1,45,17,0,1,0,2010-11-26 14:30:00,2010,NE,W,0
Nevada,Boise State,19,"Mackay StadiumReno, NV ",1,30712,10,1,29993,1.02397226,0,0,0.0,0.0,0.0,36,14,3,WAC,0,1,1,34,31,1,1,0,2010-11-26 19:15:00,2010,NV,W,1
Memphis,UCF,99,"Liberty Bowl Memorial StadiumMemphis, TN",1,14992,1,10,61008,0.24573826399999998,1,0,0.0,0.0,0.0,46,29,99,CUSA,0,0,0,17,37,0,0,0,2010-11-27 11:00:00,2010,TN,S,0
Syracuse,Boston College,99,"Carrier DomeSyracuse, New York",1,42191,7,4,49262,0.85646137,0,0,0.0,0.2,0.0,40,25,99,Big East,1,0,0,7,16,0,0,0,2010-11-27 12:00:00,2010,NY,N,0
Marshall,Tulane,99,"Joan C. Edwards StadiumHuntington, WV",1,19302,4,7,38019,0.5076935220000001,1,0,0.03,0.0,0.0,47,26,99,CUSA,0,0,1,38,23,0,0,0,2010-11-27 12:00:00,2010,WV,S,0
Penn State,Michigan State,99,"Beaver StadiumUniversity Park, PA ",1,102649,7,4,107282,0.95681475,0,1,0.0,0.0,0.0,42,29,10,Big-10,0,0,0,22,28,0,1,0,2010-11-27 12:00:00,2010,PA,N,1
California,Washington,99,"Memorial StadiumBerkeley, CA",1,44613,5,6,71799,0.621359629,0,0,0.3,0.0,0.0,57,42,99,Pac-12,0,0,0,13,16,0,0,0,2010-11-27 12:30:00,2010,CA,W,0
New Mexico,TCU,99,"University StadiumAlbuquerque, NM",1,18640,1,10,39224,0.475219254,0,0,0.0,0.0,0.0,55,14,4,MWC,0,0,0,17,66,0,0,0,2010-11-27 14:00:00,2010,NM,W,1
Wisconsin,Northwestern,5,"Camp Randall StadiumMadison, WI",1,80011,10,1,80321,0.9961404859999999,0,1,0.0,0.0,0.0,33,18,99,Big-10,0,1,1,70,23,0,0,0,2010-11-27 14:30:00,2010,WI,M,0
Troy,Western Kentucky,99,"Veterans Memorial StadiumTroy, Alabama",,16004,5,5,30000,0.533466667,0,0,0.0,0.0,0.0,57,30,99,Sun Belt,0,0,1,28,14,0,0,0,2010-11-27 14:30:00,2010,AL,S,0
Arkansas,LSU,12,"War Memorial StadiumLittle Rock, AR ",1,55808,9,2,53727,1.038732853,0,0,0.0,0.0,0.0,56,26,6,SEC,0,1,1,31,23,0,1,0,2010-11-27 14:30:00,2010,AR,S,1
Middle Tennessee,Florida Atlantic,99,"Johnny ""Red"" Floyd StadiumMurfreesboro, TN",,10140,5,6,30788,0.329349097,0,0,0.01,0.0,0.0,52,24,99,Sun Belt,0,0,1,38,14,0,0,0,2010-11-27 14:30:00,2010,TN,S,0
Florida State,Florida,22,"Doak Campbell StadiumTallahassee, FL ",1,82324,8,3,82300,1.000291616,1,0,0.0,0.0,0.0,62,34,99,ACC,1,1,1,31,7,0,1,0,2010-11-27 15:30:00,2010,FL,S,0
San Diego State,UNLV,99,"Qualcomm StadiumSan Diego, CA",1,22091,7,4,54000,0.40909259299999995,0,0,0.05,0.0,0.0,62,46,99,MWC,0,0,1,48,14,0,0,0,2010-11-27 17:00:00,2010,CA,W,0
USC,Notre Dame,99,"Los Angeles Memorial ColiseumLos Angeles, CA ",1,85417,7,4,93607,0.912506543,1,1,0.05,0.0,0.0,61,42,99,ACC,1,0,0,16,20,0,1,0,2010-11-27 17:00:00,2010,CA,W,0
Ole Miss,Mississippi State,99,"VaughtHemingway StadiumOxford, Mississippi ",1,58625,4,7,60580,0.967728623,0,1,0.0,0.0,0.0,57,27,25,SEC,0,0,0,23,31,0,1,0,2010-11-27 18:00:00,2010,MS,S,1
Arizona,Arizona State,99,"Arizona StadiumTucson, Arizona ",1,56253,7,4,57400,0.9800174220000001,0,0,0.0,0.0,0.0,81,40,99,Pac-12,0,0,0,29,30,2,1,0,2010-12-02 18:00:00,2010,AZ,W,0
West Virginia,Rutgers,23,"Mountaineer FieldMorgantown, WV",1,48386,8,3,60000,0.806433333,0,0,0.0,0.0,0.0,32,19,99,WAC,0,1,1,35,14,0,0,0,2010-12-04 12:00:00,2010,WV,S,0
Boise State,Utah State,9,"Bronco StadiumBoise, ID",1,32101,10,1,33500,0.9582388059999999,0,0,0.06,0.6,5.0,35,30,99,WAC,0,1,1,50,14,0,0,0,2010-12-04 13:00:00,2010,ID,W,0
Louisiana Tech,Nevada,99,"Joe Aillet StadiumRuston, LA",1,18562,5,6,30600,0.606601307,1,0,0.0,0.0,0.0,70,38,17,WAC,0,0,0,17,35,0,0,0,2010-12-04 14:00:00,2010,LA,S,1
Hawaii,UNLV,25,"Aloha StadiumHonolulu, HI",1,37820,9,3,50000,0.7564,0,0,0.0,0.0,0.0,83,72,99,WAC,1,1,1,59,21,0,0,0,2010-12-04 17:30:00,2010,HI,O,0
FIU,Middle Tennessee,99,"FIU StadiumMiami, FL",1,16628,6,5,18000,0.9237777779999999,0,0,0.0,0.0,0.0,75,50,99,Sun Belt,0,0,0,27,28,0,0,0,2010-12-04 18:00:00,2010,FL,S,0
UCLA,USC,99,"Rose BowlPasadena, CA ",1,71105,4,7,92542,0.768353829,0,0,0.0,0.0,0.0,64,50,99,Pac-12,0,0,0,14,28,0,1,0,2010-12-04 19:30:00,2010,CA,W,0
Middle Tennessee,Blue White Spring Game,99,"Johnny ""Red"" Floyd StadiumMurfreesboro, TN",,3409,0,0,30788,0.11072495800000001,0,0,0.0,0.0,0.0,84,59,99,Sun Belt,0,0,0,67,60,0,0,0,2011-04-09 13:00:00,2011,TN,S,0
South Alabama,West Alabama,99,"LaddPeebles StadiumMobile, AL",1,21158,0,0,40000,0.52895,0,0,0.0,0.0,0.0,89,78,99,FCS,0,0,1,20,10,0,0,0,2011-09-01 18:00:00,2011,AL,S,0
FIU,North Texas,99,"FIU StadiumMiami, FL",1,17568,0,0,18000,0.976,0,0,0.16,0.0,0.0,90,77,99,Sun Belt,0,0,1,41,16,0,0,0,2011-09-01 19:00:00,2011,FL,S,0
Toledo,FCS New Hampshire,99,"Glass BowlToledo, OH",1,20106,0,0,26248,0.7660012190000001,0,0,0.17,0.0,0.0,90,71,1,Mid-American,1,0,1,58,22,0,0,0,2011-09-01 19:00:00,2011,OH,M,1
Wisconsin,UNLV,11,"Camp Randall StadiumMadison, WI",1,77085,0,0,80321,0.959711657,0,1,0.0,0.0,0.0,92,61,99,Big-10,1,1,1,51,17,0,0,0,2011-09-01 19:00:00,2011,WI,M,0
Memphis,Mississippi State,99,"Liberty Bowl Memorial StadiumMemphis, TN",1,33990,0,0,61008,0.5571400470000001,0,0,0.0,0.0,0.0,101,72,20,CUSA,1,0,0,14,59,0,0,0,2011-09-01 19:00:00,2011,TN,S,1
Rutgers,North Carolina Central,99,"High Point Solutions StadiumPiscataway, NJ",1,40061,0,0,52454,0.763735845,0,0,0.0,0.0,0.0,86,58,99,AAC,1,0,1,48,0,0,0,0,2011-09-01 19:30:00,2011,NJ,N,0
